# time   #sound   #sound-evelope   #vS-envelope
20.224750 -301.000000 4020.045644 4040.000000
20.224771 -241.000000 4020.045644 4040.000000
20.224792 -165.000000 4020.045644 4040.000000
20.224812 -86.000000 4020.045644 4040.000000
20.224833 -26.000000 4020.045644 4040.000000
20.224854 -3.000000 4020.045644 4040.000000
20.224875 -1.000000 4020.045644 4040.000000
20.224896 24.000000 4020.045644 4040.000000
20.224917 104.000000 4020.045644 4040.000000
20.224937 224.000000 4020.045644 4040.000000
20.224958 330.000000 4020.045644 4040.000000
20.224979 381.000000 4020.045644 4040.000000
20.225000 380.000000 4020.045644 4040.000000
20.225021 367.000000 4020.045644 4040.000000
20.225042 384.000000 4020.045644 4040.000000
20.225062 453.000000 4020.045644 4040.000000
20.225083 567.000000 4020.045644 4040.000000
20.225104 696.000000 4020.045644 4040.000000
20.225125 797.000000 4020.045644 4040.000000
20.225146 845.000000 4020.045644 4040.000000
20.225167 856.000000 4020.045644 4040.000000
20.225188 867.000000 4020.045644 4040.000000
20.225208 896.000000 4020.045644 4040.000000
20.225229 957.000000 4020.045644 4040.000000
20.225250 1067.000000 4020.045644 4040.000000
20.225271 1211.000000 4020.045644 4040.000000
20.225292 1337.000000 4020.045644 4040.000000
20.225313 1402.000000 4020.045644 4040.000000
20.225333 1428.000000 4020.045644 4040.000000
20.225354 1454.000000 4020.045644 4040.000000
20.225375 1485.000000 4020.045644 4040.000000
20.225396 1518.000000 4020.045644 4040.000000
20.225417 1573.000000 4020.045644 4040.000000
20.225438 1663.000000 4020.045644 4040.000000
20.225458 1756.000000 4020.045644 4040.000000
20.225479 1817.000000 4020.045644 4040.000000
20.225500 1852.000000 4020.045644 4040.000000
20.225521 1883.000000 4020.045644 4040.000000
20.225542 1929.000000 4020.045644 4040.000000
20.225562 1992.000000 4020.045644 4040.000000
20.225583 2053.000000 4020.045644 4040.000000
20.225604 2067.000000 4020.045644 4040.000000
20.225625 2027.000000 4020.045644 4040.000000
20.225646 1991.000000 4020.045644 4040.000000
20.225667 2020.000000 4020.045644 4040.000000
20.225687 2119.000000 4020.045644 4040.000000
20.225708 2232.000000 4020.045644 4040.000000
20.225729 2300.000000 4020.045644 4040.000000
20.225750 2293.000000 4020.045644 4040.000000
20.225771 2229.000000 4020.045644 4040.000000
20.225792 2146.000000 4020.045644 4040.000000
20.225812 2066.000000 4020.045644 4040.000000
20.225833 2002.000000 4020.045644 4040.000000
20.225854 1977.000000 4020.045644 4040.000000
20.225875 2011.000000 4020.045644 4040.000000
20.225896 2070.000000 4020.045644 4040.000000
20.225917 2085.000000 4020.045644 4040.000000
20.225938 2021.000000 4020.045644 4040.000000
20.225958 1899.000000 4020.045644 4040.000000
20.225979 1759.000000 4020.045644 4040.000000
20.226000 1631.000000 4020.045644 4040.000000
20.226021 1531.000000 4020.045644 4040.000000
20.226042 1473.000000 4020.045644 4040.000000
20.226063 1449.000000 4020.045644 4040.000000
20.226083 1427.000000 4020.045644 4040.000000
20.226104 1356.000000 4020.045644 4040.000000
20.226125 1210.000000 4020.045644 4040.000000
20.226146 1023.000000 4020.045644 4040.000000
20.226167 862.000000 4020.045644 4040.000000
20.226188 770.000000 4020.045644 4040.000000
20.226208 740.000000 4020.045644 4040.000000
20.226229 731.000000 4020.045644 4040.000000
20.226250 689.000000 4020.045644 4040.000000
20.226271 568.000000 4020.045644 4040.000000
20.226292 379.000000 4020.045644 4040.000000
20.226312 191.000000 4020.045644 4040.000000
20.226333 70.000000 4020.045644 4040.000000
20.226354 34.000000 4020.045644 4040.000000
20.226375 54.000000 4020.045644 4040.000000
20.226396 77.000000 4020.045644 4040.000000
20.226417 44.000000 4020.045644 4040.000000
20.226437 -65.000000 4020.045644 4040.000000
20.226458 -215.000000 4020.045644 4040.000000
20.226479 -341.000000 4020.045644 4040.000000
20.226500 -415.000000 4020.045644 4040.000000
20.226521 -449.000000 4020.045644 4040.000000
20.226542 -469.000000 4020.045644 4040.000000
20.226562 -486.000000 4020.045644 4040.000000
20.226583 -499.000000 4020.045644 4040.000000
20.226604 -519.000000 4020.045644 4040.000000
20.226625 -579.000000 4020.045644 4040.000000
20.226646 -693.000000 4020.045644 4040.000000
20.226667 -822.000000 4020.045644 4040.000000
20.226688 -904.000000 4020.045644 4040.000000
20.226708 -924.000000 4020.045644 4040.000000
20.226729 -909.000000 4020.045644 4040.000000
20.226750 -892.000000 4020.045644 4040.000000
20.226771 -897.000000 4020.045644 4040.000000
20.226792 -943.000000 4020.045644 4040.000000
20.226813 -1034.000000 4020.045644 4040.000000
20.226833 -1137.000000 4020.045644 4040.000000
20.226854 -1208.000000 4020.045644 4040.000000
20.226875 -1213.000000 4020.045644 4040.000000
20.226896 -1154.000000 4020.045644 4040.000000
20.226917 -1083.000000 4020.045644 4040.000000
20.226937 -1076.000000 4020.045644 4040.000000
20.226958 -1150.000000 4020.045644 4040.000000
20.226979 -1249.000000 4020.045644 4040.000000
20.227000 -1304.000000 4020.045644 4040.000000
20.227021 -1292.000000 4020.045644 4040.000000
20.227042 -1235.000000 4020.045644 4040.000000
20.227062 -1169.000000 4020.045644 4040.000000
20.227083 -1140.000000 4020.045644 4040.000000
20.227104 -1164.000000 4020.045644 4040.000000
20.227125 -1206.000000 4020.045644 4040.000000
20.227146 -1225.000000 4020.045644 4040.000000
20.227167 -1208.000000 4020.045644 4040.000000
20.227187 -1165.000000 4020.045644 4040.000000
20.227208 -1098.000000 4020.045644 4040.000000
20.227229 -1027.000000 4020.045644 4040.000000
20.227250 -991.000000 4020.045644 4040.000000
20.227271 -1003.000000 4020.045644 4040.000000
20.227292 -1024.000000 4020.045644 4040.000000
20.227313 -1011.000000 4020.045644 4040.000000
20.227333 -955.000000 4020.045644 4040.000000
20.227354 -873.000000 4020.045644 4040.000000
20.227375 -802.000000 4020.045644 4040.000000
20.227396 -765.000000 4020.045644 4040.000000
20.227417 -766.000000 4020.045644 4040.000000
20.227438 -789.000000 4020.045644 4040.000000
20.227458 -816.000000 4020.045644 4040.000000
20.227479 -838.000000 4020.045644 4040.000000
20.227500 -836.000000 4020.045644 4040.000000
20.227521 -787.000000 4020.045644 4040.000000
20.227542 -697.000000 4020.045644 4040.000000
20.227563 -608.000000 4020.045644 4040.000000
20.227583 -562.000000 4020.045644 4040.000000
20.227604 -572.000000 4020.045644 4040.000000
20.227625 -611.000000 4020.045644 4040.000000
20.227646 -641.000000 4020.045644 4040.000000
20.227667 -636.000000 4020.045644 4040.000000
20.227687 -594.000000 4020.045644 4040.000000
20.227708 -533.000000 4020.045644 4040.000000
20.227729 -483.000000 4020.045644 4040.000000
20.227750 -454.000000 4020.045644 4040.000000
20.227771 -440.000000 4020.045644 4040.000000
20.227792 -425.000000 4020.045644 4040.000000
20.227812 -409.000000 4020.045644 4040.000000
20.227833 -391.000000 4020.045644 4040.000000
20.227854 -367.000000 4020.045644 4040.000000
20.227875 -341.000000 4020.045644 4040.000000
20.227896 -324.000000 4020.045644 4040.000000
20.227917 -316.000000 4020.045644 4040.000000
20.227937 -295.000000 4020.045644 4040.000000
20.227958 -257.000000 4020.045644 4040.000000
20.227979 -237.000000 4020.045644 4040.000000
20.228000 -254.000000 4020.045644 4040.000000
20.228021 -270.000000 4020.045644 4040.000000
20.228042 -238.000000 4020.045644 4040.000000
20.228063 -167.000000 4020.045644 4040.000000
20.228083 -128.000000 4020.045644 4040.000000
20.228104 -169.000000 4020.045644 4040.000000
20.228125 -269.000000 4020.045644 4040.000000
20.228146 -359.000000 4020.045644 4040.000000
20.228167 -373.000000 4020.045644 4040.000000
20.228188 -303.000000 4020.045644 4040.000000
20.228208 -206.000000 4020.045644 4040.000000
20.228229 -161.000000 4020.045644 4040.000000
20.228250 -214.000000 4020.045644 4040.000000
20.228271 -349.000000 4020.045644 4040.000000
20.228292 -500.000000 4020.045644 4040.000000
20.228313 -595.000000 4020.045644 4040.000000
20.228333 -605.000000 4020.045644 4040.000000
20.228354 -563.000000 4020.045644 4040.000000
20.228375 -531.000000 4020.045644 4040.000000
20.228396 -543.000000 4020.045644 4040.000000
20.228417 -592.000000 4020.045644 4040.000000
20.228437 -662.000000 4020.045644 4040.000000
20.228458 -748.000000 4020.045644 4040.000000
20.228479 -837.000000 4020.045644 4040.000000
20.228500 -901.000000 4020.045644 4040.000000
20.228521 -924.000000 4020.045644 4040.000000
20.228542 -918.000000 4020.045644 4040.000000
20.228562 -908.000000 4020.045644 4040.000000
20.228583 -917.000000 4020.045644 4040.000000
20.228604 -960.000000 4020.045644 4040.000000
20.228625 -1036.000000 4020.045644 4040.000000
20.228646 -1125.000000 4020.045644 4040.000000
20.228667 -1199.000000 4020.045644 4040.000000
20.228687 -1244.000000 4020.045644 4040.000000
20.228708 -1261.000000 4020.045644 4040.000000
20.228729 -1266.000000 4020.045644 4040.000000
20.228750 -1275.000000 4020.045644 4040.000000
20.228771 -1291.000000 4020.045644 4040.000000
20.228792 -1316.000000 4020.045644 4040.000000
20.228813 -1354.000000 4020.045644 4040.000000
20.228833 -1396.000000 4020.045644 4040.000000
20.228854 -1420.000000 4020.045644 4040.000000
20.228875 -1412.000000 4020.045644 4040.000000
20.228896 -1390.000000 4020.045644 4040.000000
20.228917 -1366.000000 4020.045644 4040.000000
20.228938 -1335.000000 4020.045644 4040.000000
20.228958 -1307.000000 4020.045644 4040.000000
20.228979 -1310.000000 4020.045644 4040.000000
20.229000 -1352.000000 4020.045644 4040.000000
20.229021 -1399.000000 4020.045644 4040.000000
20.229042 -1416.000000 4020.045644 4040.000000
20.229063 -1403.000000 4020.045644 4040.000000
20.229083 -1380.000000 4020.045644 4040.000000
20.229104 -1351.000000 4020.045644 4040.000000
20.229125 -1322.000000 4020.045644 4040.000000
20.229146 -1296.000000 4020.045644 4040.000000
20.229167 -1288.000000 4020.045644 4040.000000
20.229187 -1301.000000 4020.045644 4040.000000
20.229208 -1331.000000 4020.045644 4040.000000
20.229229 -1365.000000 4020.045644 4040.000000
20.229250 -1376.000000 4020.045644 4040.000000
20.229271 -1338.000000 4020.045644 4040.000000
20.229292 -1249.000000 4020.045644 4040.000000
20.229312 -1136.000000 4020.045644 4040.000000
20.229333 -1049.000000 4020.045644 4040.000000
20.229354 -1019.000000 4020.045644 4040.000000
20.229375 -1036.000000 4020.045644 4040.000000
20.229396 -1068.000000 4020.045644 4040.000000
20.229417 -1077.000000 4020.045644 4040.000000
20.229437 -1032.000000 4020.045644 4040.000000
20.229458 -924.000000 4020.045644 4040.000000
20.229479 -775.000000 4020.045644 4040.000000
20.229500 -642.000000 4020.045644 4040.000000
20.229521 -574.000000 4020.045644 4040.000000
20.229542 -569.000000 4020.045644 4040.000000
20.229563 -584.000000 4020.045644 4040.000000
20.229583 -578.000000 4020.045644 4040.000000
20.229604 -524.000000 4020.045644 4040.000000
20.229625 -420.000000 4020.045644 4040.000000
20.229646 -297.000000 4020.045644 4040.000000
20.229667 -193.000000 4020.045644 4040.000000
20.229688 -123.000000 4020.045644 4040.000000
20.229708 -61.000000 4020.045644 4040.000000
20.229729 -4.000000 4020.045644 4040.000000
20.229750 23.000000 4020.045644 4040.000000
20.229771 8.000000 4020.045644 4040.000000
20.229792 -3.000000 4020.045644 4040.000000
20.229813 45.000000 4020.045644 4040.000000
20.229833 157.000000 4020.045644 4040.000000
20.229854 281.000000 4020.045644 4040.000000
20.229875 361.000000 4020.045644 4040.000000
20.229896 385.000000 4020.045644 4040.000000
20.229917 372.000000 4020.045644 4040.000000
20.229937 343.000000 4020.045644 4040.000000
20.229958 319.000000 4020.045644 4040.000000
20.229979 316.000000 4020.045644 4040.000000
20.230000 352.000000 4020.045644 4040.000000
20.230021 432.000000 4020.045644 4040.000000
20.230042 522.000000 4020.045644 4040.000000
20.230062 559.000000 4020.045644 4040.000000
20.230083 507.000000 4020.045644 4040.000000
20.230104 393.000000 4020.045644 4040.000000
20.230125 287.000000 4020.045644 4040.000000
20.230146 249.000000 4020.045644 4040.000000
20.230167 297.000000 4020.045644 4040.000000
20.230187 397.000000 4020.045644 4040.000000
20.230208 472.000000 4020.045644 4040.000000
20.230229 460.000000 4020.045644 4040.000000
20.230250 365.000000 4020.045644 4040.000000
20.230271 252.000000 4020.045644 4040.000000
20.230292 170.000000 4020.045644 4040.000000
20.230313 127.000000 4020.045644 4040.000000
20.230333 109.000000 4020.045644 4040.000000
20.230354 119.000000 4020.045644 4040.000000
20.230375 144.000000 4020.045644 4040.000000
20.230396 151.000000 4020.045644 4040.000000
20.230417 107.000000 4020.045644 4040.000000
20.230438 12.000000 4020.045644 4040.000000
20.230458 -112.000000 4020.045644 4040.000000
20.230479 -227.000000 4020.045644 4040.000000
20.230500 -293.000000 4020.045644 4040.000000
20.230521 -298.000000 4020.045644 4040.000000
20.230542 -287.000000 4020.045644 4040.000000
20.230563 -314.000000 4020.045644 4040.000000
20.230583 -401.000000 4020.045644 4040.000000
20.230604 -535.000000 4020.045644 4040.000000
20.230625 -691.000000 4020.045644 4040.000000
20.230646 -833.000000 4020.045644 4040.000000
20.230667 -922.000000 4020.045644 4040.000000
20.230687 -958.000000 4020.045644 4040.000000
20.230708 -988.000000 4020.045644 4040.000000
20.230729 -1055.000000 4020.045644 4040.000000
20.230750 -1166.000000 4020.045644 4040.000000
20.230771 -1299.000000 4020.045644 4040.000000
20.230792 -1437.000000 4020.045644 4040.000000
20.230812 -1573.000000 4020.045644 4040.000000
20.230833 -1701.000000 4020.045644 4040.000000
20.230854 -1819.000000 4020.045644 4040.000000
20.230875 -1931.000000 4020.045644 4040.000000
20.230896 -2030.000000 4020.045644 4040.000000
20.230917 -2125.000000 4020.045644 4040.000000
20.230937 -2233.000000 4020.045644 4040.000000
20.230958 -2360.000000 4020.045644 4040.000000
20.230979 -2501.000000 4020.045644 4040.000000
20.231000 -2644.000000 4020.045644 4040.000000
20.231021 -2775.000000 4020.045644 4040.000000
20.231042 -2880.000000 4020.045644 4040.000000
20.231063 -2956.000000 4020.045644 4040.000000
20.231083 -3018.000000 4020.045644 4040.000000
20.231104 -3089.000000 4020.045644 4040.000000
20.231125 -3172.000000 4020.045644 4040.000000
20.231146 -3264.000000 4020.045644 4040.000000
20.231167 -3355.000000 4020.045644 4040.000000
20.231188 -3447.000000 4020.045644 4040.000000
20.231208 -3541.000000 4020.045644 4040.000000
20.231229 -3611.000000 4020.045644 4040.000000
20.231250 -3632.000000 4020.045644 4040.000000
20.231271 -3614.000000 4020.045644 4040.000000
20.231292 -3605.000000 4020.045644 4040.000000
20.231313 -3630.000000 4020.045644 4040.000000
20.231333 -3663.000000 4020.045644 4040.000000
20.231354 -3694.000000 4020.045644 4040.000000
20.231375 -3745.000000 4020.045644 4040.000000
20.231396 -3810.000000 4020.045644 4040.000000
20.231417 -3829.000000 4020.045644 4040.000000
20.231437 -3763.000000 4020.045644 4040.000000
20.231458 -3650.000000 4020.045644 4040.000000
20.231479 -3558.000000 4020.045644 4040.000000
20.231500 -3524.000000 4020.045644 4040.000000
20.231521 -3548.000000 4020.045644 4040.000000
20.231542 -3597.000000 4020.045644 4040.000000
20.231562 -3612.000000 4020.045644 4040.000000
20.231583 -3553.000000 4020.045644 4040.000000
20.231604 -3428.000000 4020.045644 4040.000000
20.231625 -3283.000000 4020.045644 4040.000000
20.231646 -3162.000000 4020.045644 4040.000000
20.231667 -3092.000000 4020.045644 4040.000000
20.231687 -3091.000000 4020.045644 4040.000000
20.231708 -3126.000000 4020.045644 4040.000000
20.231729 -3123.000000 4020.045644 4040.000000
20.231750 -3029.000000 4020.045644 4040.000000
20.231771 -2869.000000 4020.045644 4040.000000
20.231792 -2709.000000 4020.045644 4040.000000
20.231813 -2603.000000 4020.045644 4040.000000
20.231833 -2560.000000 4020.045644 4040.000000
20.231854 -2550.000000 4020.045644 4040.000000
20.231875 -2535.000000 4020.045644 4040.000000
20.231896 -2479.000000 4020.045644 4040.000000
20.231917 -2359.000000 4020.045644 4040.000000
20.231938 -2183.000000 4020.045644 4040.000000
20.231958 -1996.000000 4020.045644 4040.000000
20.231979 -1855.000000 4020.045644 4040.000000
20.232000 -1790.000000 4020.045644 4040.000000
20.232021 -1764.000000 4020.045644 4040.000000
20.232042 -1721.000000 4020.045644 4040.000000
20.232063 -1619.000000 4020.045644 4040.000000
20.232083 -1469.000000 4020.045644 4040.000000
20.232104 -1306.000000 4020.045644 4040.000000
20.232125 -1160.000000 4020.045644 4040.000000
20.232146 -1042.000000 4020.045644 4040.000000
20.232167 -961.000000 4020.045644 4040.000000
20.232187 -921.000000 4020.045644 4040.000000
20.232208 -907.000000 4020.045644 4040.000000
20.232229 -890.000000 4020.045644 4040.000000
20.232250 -840.000000 4020.045644 4040.000000
20.232271 -745.000000 4020.045644 4040.000000
20.232292 -624.000000 4020.045644 4040.000000
20.232312 -517.000000 4020.045644 4040.000000
20.232333 -448.000000 4020.045644 4040.000000
20.232354 -406.000000 4020.045644 4040.000000
20.232375 -387.000000 4020.045644 4040.000000
20.232396 -392.000000 4020.045644 4040.000000
20.232417 -401.000000 4020.045644 4040.000000
20.232437 -359.000000 4020.045644 4040.000000
20.232458 -238.000000 4020.045644 4040.000000
20.232479 -70.000000 4020.045644 4040.000000
20.232500 72.000000 4020.045644 4040.000000
20.232521 138.000000 4020.045644 4040.000000
20.232542 113.000000 4020.045644 4040.000000
20.232563 25.000000 4020.045644 4040.000000
20.232583 -41.000000 4020.045644 4040.000000
20.232604 -7.000000 4020.045644 4040.000000
20.232625 122.000000 4020.045644 4040.000000
20.232646 265.000000 4020.045644 4040.000000
20.232667 352.000000 4020.045644 4040.000000
20.232688 379.000000 4020.045644 4040.000000
20.232708 375.000000 4020.045644 4040.000000
20.232729 362.000000 4020.045644 4040.000000
20.232750 338.000000 4020.045644 4040.000000
20.232771 305.000000 4020.045644 4040.000000
20.232792 291.000000 4020.045644 4040.000000
20.232813 319.000000 4020.045644 4040.000000
20.232833 386.000000 4020.045644 4040.000000
20.232854 455.000000 4020.045644 4040.000000
20.232875 490.000000 4020.045644 4040.000000
20.232896 467.000000 4020.045644 4040.000000
20.232917 393.000000 4020.045644 4040.000000
20.232937 304.000000 4020.045644 4040.000000
20.232958 237.000000 4020.045644 4040.000000
20.232979 204.000000 4020.045644 4040.000000
20.233000 196.000000 4020.045644 4040.000000
20.233021 193.000000 4020.045644 4040.000000
20.233042 185.000000 4020.045644 4040.000000
20.233062 166.000000 4020.045644 4040.000000
20.233083 121.000000 4020.045644 4040.000000
20.233104 39.000000 4020.045644 4040.000000
20.233125 -68.000000 4020.045644 4040.000000
20.233146 -174.000000 4020.045644 4040.000000
20.233167 -261.000000 4020.045644 4040.000000
20.233187 -323.000000 4020.045644 4040.000000
20.233208 -359.000000 4020.045644 4040.000000
20.233229 -379.000000 4020.045644 4040.000000
20.233250 -424.000000 4020.045644 4040.000000
20.233271 -534.000000 4020.045644 4040.000000
20.233292 -684.000000 4020.045644 4040.000000
20.233313 -803.000000 4020.045644 4040.000000
20.233333 -862.000000 4020.045644 4040.000000
20.233354 -915.000000 4020.045644 4040.000000
20.233375 -1014.000000 4020.045644 4040.000000
20.233396 -1148.000000 4020.045644 4040.000000
20.233417 -1269.000000 4020.045644 4040.000000
20.233438 -1353.000000 4020.045644 4040.000000
20.233458 -1404.000000 4020.045644 4040.000000
20.233479 -1452.000000 4020.045644 4040.000000
20.233500 -1521.000000 4020.045644 4040.000000
20.233521 -1609.000000 4020.045644 4040.000000
20.233542 -1707.000000 4020.045644 4040.000000
20.233563 -1817.000000 4020.045644 4040.000000
20.233583 -1941.000000 4020.045644 4040.000000
20.233604 -2049.000000 4020.045644 4040.000000
20.233625 -2113.000000 4020.045644 4040.000000
20.233646 -2150.000000 4020.045644 4040.000000
20.233667 -2206.000000 4020.045644 4040.000000
20.233687 -2296.000000 4020.045644 4040.000000
20.233708 -2392.000000 4020.045644 4040.000000
20.233729 -2488.000000 4020.045644 4040.000000
20.233750 -2586.000000 4020.045644 4040.000000
20.233771 -2673.000000 4020.045644 4040.000000
20.233792 -2719.000000 4020.045644 4040.000000
20.233812 -2724.000000 4020.045644 4040.000000
20.233833 -2714.000000 4020.045644 4040.000000
20.233854 -2720.000000 4020.045644 4040.000000
20.233875 -2752.000000 4020.045644 4040.000000
20.233896 -2814.000000 4020.045644 4040.000000
20.233917 -2902.000000 4020.045644 4040.000000
20.233937 -2988.000000 4020.045644 4040.000000
20.233958 -3022.000000 4020.045644 4040.000000
20.233979 -2985.000000 4020.045644 4040.000000
20.234000 -2917.000000 4020.045644 4040.000000
20.234021 -2883.000000 4020.045644 4040.000000
20.234042 -2916.000000 4020.045644 4040.000000
20.234063 -2982.000000 4020.045644 4040.000000
20.234083 -3030.000000 4020.045644 4040.000000
20.234104 -3034.000000 4020.045644 4040.000000
20.234125 -2997.000000 4020.045644 4040.000000
20.234146 -2926.000000 4020.045644 4040.000000
20.234167 -2831.000000 4020.045644 4040.000000
20.234188 -2735.000000 4020.045644 4040.000000
20.234208 -2671.000000 4020.045644 4040.000000
20.234229 -2654.000000 4020.045644 4040.000000
20.234250 -2670.000000 4020.045644 4040.000000
20.234271 -2681.000000 4020.045644 4040.000000
20.234292 -2656.000000 4020.045644 4040.000000
20.234313 -2581.000000 4020.045644 4040.000000
20.234333 -2480.000000 4020.045644 4040.000000
20.234354 -2390.000000 4020.045644 4040.000000
20.234375 -2337.000000 4020.045644 4040.000000
20.234396 -2308.000000 4020.045644 4040.000000
20.234417 -2280.000000 4020.045644 4040.000000
20.234437 -2243.000000 4020.045644 4040.000000
20.234458 -2199.000000 4020.045644 4040.000000
20.234479 -2151.000000 4020.045644 4040.000000
20.234500 -2093.000000 4020.045644 4040.000000
20.234521 -2019.000000 4020.045644 4040.000000
20.234542 -1932.000000 4020.045644 4040.000000
20.234562 -1842.000000 4020.045644 4040.000000
20.234583 -1765.000000 4020.045644 4040.000000
20.234604 -1703.000000 4020.045644 4040.000000
20.234625 -1649.000000 4020.045644 4040.000000
20.234646 -1595.000000 4020.045644 4040.000000
20.234667 -1534.000000 4020.045644 4040.000000
20.234687 -1463.000000 4020.045644 4040.000000
20.234708 -1371.000000 4020.045644 4040.000000
20.234729 -1256.000000 4020.045644 4040.000000
20.234750 -1122.000000 4020.045644 4040.000000
20.234771 -1003.000000 4020.045644 4040.000000
20.234792 -951.000000 4020.045644 4040.000000
20.234813 -979.000000 4020.045644 4040.000000
20.234833 -1020.000000 4020.045644 4040.000000
20.234854 -986.000000 4020.045644 4040.000000
20.234875 -855.000000 4020.045644 4040.000000
20.234896 -680.000000 4020.045644 4040.000000
20.234917 -531.000000 4020.045644 4040.000000
20.234938 -453.000000 4020.045644 4040.000000
20.234958 -447.000000 4020.045644 4040.000000
20.234979 -473.000000 4020.045644 4040.000000
20.235000 -465.000000 4020.045644 4040.000000
20.235021 -395.000000 4020.045644 4040.000000
20.235042 -285.000000 4020.045644 4040.000000
20.235063 -171.000000 4020.045644 4040.000000
20.235083 -70.000000 4020.045644 4040.000000
20.235104 10.000000 4020.045644 4040.000000
20.235125 51.000000 4020.045644 4040.000000
20.235146 49.000000 4020.045644 4040.000000
20.235167 32.000000 4020.045644 4040.000000
20.235187 43.000000 4020.045644 4040.000000
20.235208 101.000000 4020.045644 4040.000000
20.235229 186.000000 4020.045644 4040.000000
20.235250 256.000000 4020.045644 4040.000000
20.235271 282.000000 4020.045644 4040.000000
20.235292 270.000000 4020.045644 4040.000000
20.235312 233.000000 4020.045644 4040.000000
20.235333 185.000000 4020.045644 4040.000000
20.235354 142.000000 4020.045644 4040.000000
20.235375 121.000000 4020.045644 4040.000000
20.235396 118.000000 4020.045644 4040.000000
20.235417 109.000000 4020.045644 4040.000000
20.235437 77.000000 4020.045644 4040.000000
20.235458 29.000000 4020.045644 4040.000000
20.235479 -8.000000 4020.045644 4040.000000
20.235500 -18.000000 4020.045644 4040.000000
20.235521 -24.000000 4020.045644 4040.000000
20.235542 -71.000000 4020.045644 4040.000000
20.235563 -177.000000 4020.045644 4040.000000
20.235583 -312.000000 4020.045644 4040.000000
20.235604 -423.000000 4020.045644 4040.000000
20.235625 -471.000000 4020.045644 4040.000000
20.235646 -464.000000 4020.045644 4040.000000
20.235667 -448.000000 4020.045644 4040.000000
20.235688 -480.000000 4020.045644 4040.000000
20.235708 -586.000000 4020.045644 4040.000000
20.235729 -742.000000 4020.045644 4040.000000
20.235750 -891.000000 4020.045644 4040.000000
20.235771 -983.000000 4020.045644 4040.000000
20.235792 -1018.000000 4020.045644 4040.000000
20.235813 -1045.000000 4020.045644 4040.000000
20.235833 -1098.000000 4020.045644 4040.000000
20.235854 -1186.000000 4020.045644 4040.000000
20.235875 -1311.000000 4020.045644 4040.000000
20.235896 -1465.000000 4020.045644 4040.000000
20.235917 -1621.000000 4020.045644 4040.000000
20.235937 -1732.000000 4020.045644 4040.000000
20.235958 -1782.000000 4020.045644 4040.000000
20.235979 -1807.000000 4020.045644 4040.000000
20.236000 -1843.000000 4020.045644 4040.000000
20.236021 -1913.000000 4020.045644 4040.000000
20.236042 -2028.000000 4020.045644 4040.000000
20.236062 -2167.000000 4020.045644 4040.000000
20.236083 -2279.000000 4020.045644 4040.000000
20.236104 -2326.000000 4020.045644 4040.000000
20.236125 -2326.000000 4020.045644 4040.000000
20.236146 -2331.000000 4020.045644 4040.000000
20.236167 -2374.000000 4020.045644 4040.000000
20.236187 -2453.000000 4020.045644 4040.000000
20.236208 -2533.000000 4020.045644 4040.000000
20.236229 -2578.000000 4020.045644 4040.000000
20.236250 -2589.000000 4020.045644 4040.000000
20.236271 -2596.000000 4020.045644 4040.000000
20.236292 -2608.000000 4020.045644 4040.000000
20.236313 -2612.000000 4020.045644 4040.000000
20.236333 -2613.000000 4020.045644 4040.000000
20.236354 -2625.000000 4020.045644 4040.000000
20.236375 -2635.000000 4020.045644 4040.000000
20.236396 -2619.000000 4020.045644 4040.000000
20.236417 -2573.000000 4020.045644 4040.000000
20.236438 -2524.000000 4020.045644 4040.000000
20.236458 -2489.000000 4020.045644 4040.000000
20.236479 -2465.000000 4020.045644 4040.000000
20.236500 -2436.000000 4020.045644 4040.000000
20.236521 -2393.000000 4020.045644 4040.000000
20.236542 -2340.000000 4020.045644 4040.000000
20.236563 -2284.000000 4020.045644 4040.000000
20.236583 -2222.000000 4020.045644 4040.000000
20.236604 -2162.000000 4020.045644 4040.000000
20.236625 -2121.000000 4020.045644 4040.000000
20.236646 -2100.000000 4020.045644 4040.000000
20.236667 -2055.000000 4020.045644 4040.000000
20.236687 -1943.000000 4020.045644 4040.000000
20.236708 -1790.000000 4020.045644 4040.000000
20.236729 -1671.000000 4020.045644 4040.000000
20.236750 -1626.000000 4020.045644 4040.000000
20.236771 -1632.000000 4020.045644 4040.000000
20.236792 -1628.000000 4020.045644 4040.000000
20.236812 -1563.000000 4020.045644 4040.000000
20.236833 -1436.000000 4020.045644 4040.000000
20.236854 -1294.000000 4020.045644 4040.000000
20.236875 -1185.000000 4020.045644 4040.000000
20.236896 -1117.000000 4020.045644 4040.000000
20.236917 -1069.000000 4020.045644 4040.000000
20.236937 -1012.000000 4020.045644 4040.000000
20.236958 -932.000000 4020.045644 4040.000000
20.236979 -847.000000 4020.045644 4040.000000
20.237000 -777.000000 4020.045644 4040.000000
20.237021 -723.000000 4020.045644 4040.000000
20.237042 -676.000000 4020.045644 4040.000000
20.237063 -623.000000 4020.045644 4040.000000
20.237083 -549.000000 4020.045644 4040.000000
20.237104 -441.000000 4020.045644 4040.000000
20.237125 -319.000000 4020.045644 4040.000000
20.237146 -225.000000 4020.045644 4040.000000
20.237167 -166.000000 4020.045644 4040.000000
20.237188 -115.000000 4020.045644 4040.000000
20.237208 -61.000000 4020.045644 4040.000000
20.237229 -20.000000 4020.045644 4040.000000
20.237250 29.000000 4020.045644 4040.000000
